season,date,track_id,VV,VH,VV_minus_VH,RVI,ANGLE,valid_pixel_count
wheat_2023_24,2024-02-25,D136,-13.580699095269129,-19.738970393560336,6.348664122226548,0.7476242764072465,31.19260597229004,56
wheat_2023_24,2024-02-29,A27,-15.584580690452665,-21.34299255560069,5.28576563357464,0.9182087158161716,44.98481527534692,57
wheat_2023_24,2024-03-07,A129,-14.482155689383305,-19.808614165749283,5.447907944096711,0.8875128909182376,33.40147399902344,54
wheat_2023_24,2024-03-08,D136,-15.15975331248422,-18.162161577594283,4.240425591315457,1.094431454219675,31.20636749267578,56
wheat_2023_24,2024-03-12,A27,-14.671823023364183,-21.894415993223376,7.109244094927119,0.6515144088376502,44.98183441162109,55
wheat_2023_24,2024-03-15,D63,-15.20520995091394,-20.72304789505928,5.638023912491128,0.8578710344406656,42.71248245239258,54
wheat_2023_24,2024-03-19,A129,-14.0333317808754,-22.06635337853958,7.811058823116223,0.5614039521134347,33.406165548733306,56
wheat_2023_24,2024-03-20,D136,-14.586021153747224,-18.71442539947036,4.636448245441567,1.0234538383669955,31.20444869995117,56
wheat_2023_24,2024-03-24,A27,-14.505788579516649,-18.92463934853497,5.2753267665158905,0.9154898392345084,44.9792534585387,54
wheat_2023_24,2024-03-27,D63,-13.106783314063687,-18.277983066763287,5.39020421373799,0.8969501889412079,42.71686172485352,55
wheat_2023_24,2024-03-31,A129,-12.359748765997995,-15.894873301494783,3.493632513688928,1.2363075685325238,33.4114551593731,56
wheat_2023_24,2024-04-01,D136,-12.30442951467862,-15.40570725882998,3.031779616947981,1.3322549778352824,31.199050903320312,55
wheat_2023_24,2024-04-05,A27,-14.578794159018663,-17.84690617809858,3.20303530787766,1.2941814050471123,44.98283576965332,55
wheat_2023_24,2024-04-08,D63,-14.464500590522585,-19.862989348021497,4.949869416390964,0.971079248212694,42.70364761352539,57
wheat_2023_24,2024-04-12,A129,-12.141076402496688,-18.69832713302571,7.54897653841515,0.5959101937829612,33.363630036513,56
wheat_2023_24,2024-04-13,D136,-12.115597925593978,-16.853636279523474,5.185094176283364,0.9302399918979392,31.366066932678223,55
wheat_2023_24,2024-04-17,A27,-14.72189722830676,-21.284872290278845,6.567105072738637,0.7258919789953092,44.97954009936757,56
wheat_2023_24,2024-04-20,D63,-10.955139001479669,-17.770597972105673,6.322784409311043,0.7564061056655897,42.70459747314453,56
wheat_2023_24,2024-04-24,A129,-12.254081191273537,-21.811776337038737,8.859207213505528,0.460305067224655,33.39012908935547,56
wheat_2023_24,2024-04-25,D136,-13.238075442933289,-20.19964314995038,6.353791265552633,0.7520276979291611,31.198152542114254,57
wheat_2023_24,2024-04-29,A27,-15.03517846875098,-25.910281041826767,10.912295268318394,0.2999064134566002,44.98110961914063,58
wheat_2024_25,2024-12-16,D63,-14.13175092342106,-21.57560565570829,7.418534831383121,0.6122961597209211,42.69976425170898,56
wheat_2024_25,2024-12-20,A129,-11.284268888888391,-20.97190098839835,9.320722961501245,0.4187595006769522,33.39386367797852,56
wheat_2024_25,2024-12-21,D136,-10.607739359571706,-21.577435777170304,11.552996192146074,0.2624243956523498,31.19808387756348,55
wheat_2024_25,2024-12-25,A27,-14.50567763035709,-22.84564409534309,8.576914867050089,0.4874509398514916,44.97126706441243,56
wheat_2024_25,2024-12-28,D63,-8.839393827672763,-17.235122113867806,8.829509314862168,0.4657897139402877,42.70258331298829,55
wheat_2024_25,2025-01-01,A129,-9.48721814637835,-19.09597872146468,9.119899176422066,0.4355485919128783,33.39389991760254,56
wheat_2024_25,2025-01-02,D136,-6.891721009197022,-17.285785370659486,10.883973637862336,0.3021331699573293,31.188608169555664,57
wheat_2024_25,2025-01-06,A27,-10.362194690508876,-18.84075013368583,8.00146920751087,0.5489653123412296,44.976932525634766,56
wheat_2024_25,2025-01-09,D63,-10.322266316176512,-18.880887616532576,8.552114712953756,0.4890452118042832,42.70507049560547,56
wheat_2024_25,2025-01-13,A129,-8.480159057777525,-16.52162370833892,7.963872468335696,0.5511690522339057,33.392311096191406,57
wheat_2024_25,2025-01-14,D136,-7.253819697214306,-16.87649732476521,9.224879660634674,0.4271035500928964,31.192045211791992,57
wheat_2024_25,2025-01-18,A27,-10.95066491804676,-19.446052595097783,8.774619663147933,0.4676352129592245,44.97352973504614,55
wheat_2024_25,2025-01-21,D63,-11.221300994010695,-18.644714139178305,7.713620964518914,0.5762102684543805,42.70903015136719,56
wheat_2024_25,2025-01-25,A129,-11.119965770017036,-19.713834279578787,8.479828484722796,0.4971020831376751,33.396263122558594,55
wheat_2024_25,2025-01-26,D136,-9.548362407368495,-17.708689066097772,8.94062781899905,0.4570925688547654,31.194795608520508,58
wheat_2024_25,2025-01-30,A27,-14.336635905564444,-20.613488661365245,6.1463868273234645,0.7839216324315161,44.97510905014841,54
wheat_2024_25,2025-02-02,D63,-12.52005107227557,-18.07854684279382,5.604781473022313,0.8630406439517941,42.70674514770508,57
wheat_2024_25,2025-02-06,A129,-11.458259003725992,-18.075082316730725,7.064874135422135,0.6509939780800242,33.40484619140625,57
wheat_2024_25,2025-02-07,D136,-11.789767156138147,-18.207500127385952,7.736600213654359,0.5744438533752719,31.196044921875,57
wheat_2024_25,2025-02-11,A27,-15.45457134167327,-20.465843098737885,4.163127598807366,1.106411024062469,44.97803497314453,55
wheat_2024_25,2025-02-14,D63,-16.580126382480323,-22.105485028735814,5.914561662554947,0.8157408919928304,42.70561981201172,56
wheat_2024_25,2025-02-18,A129,-14.526737824015004,-21.59964571784091,6.921969655727057,0.6753759308557062,33.398750320194274,56
wheat_2024_25,2025-02-19,D136,-12.835199788002669,-17.81618772019701,5.930067184614739,0.8195592780695807,31.21208763122559,55
wheat_2024_25,2025-02-23,A27,-16.31122777976753,-20.91177117794601,4.921345004855173,0.9742977298350712,44.97841652696262,57
wheat_2024_25,2025-02-26,D63,-14.545963409697864,-20.4863595407858,5.591544621010373,0.8651045550400058,42.71192169189453,57
wheat_2024_25,2025-03-02,A129,-15.557221111701304,-19.264454343503367,4.234247872917962,1.0955626643995866,33.40299224853516,57
wheat_2024_25,2025-03-03,D136,-12.761808183797177,-20.01697194258517,7.837010384927933,0.5609679587341845,31.639554977416992,55
wheat_2024_25,2025-03-07,A27,-14.53976425470572,-21.80680904141096,6.6158247825517495,0.7158750060273631,44.98221664105432,57
wheat_2024_25,2025-03-10,D63,-12.838907518614167,-20.23328932109743,6.7239062855598615,0.6984267070685468,42.70656967163086,56
wheat_2024_25,2025-03-14,A129,-14.720564621948292,-18.80537328041984,4.446547560607926,1.062695445670808,33.40258047447442,57
wheat_2024_25,2025-03-15,D136,-12.980890844140015,-18.026349054962772,5.258826759028317,0.9181747301207164,31.19673728942871,54
wheat_2024_25,2025-03-19,A27,-14.96274403692546,-19.03134603750094,4.857086835192974,0.9852443811937796,44.98233912833294,57
wheat_2024_25,2025-03-22,D63,-13.299414990278215,-18.97577710076911,5.653253793049094,0.8555096102046736,42.70493316650391,55
wheat_2024_25,2025-03-26,A129,-13.768752130867217,-18.44608905163096,4.785243769144069,0.997547830828858,33.38821758368076,56
wheat_2024_25,2025-03-27,D136,-13.35398839203894,-18.45304884104096,5.350681791152089,0.9032983008279242,31.203845977783203,54
wheat_2024_25,2025-03-31,A27,-13.71440251588522,-18.595458993927625,5.170025878338077,0.9327202043527628,44.98172950744629,57
wheat_2024_25,2025-04-03,D63,-13.30592597101078,-18.660938203158157,5.621674710331079,0.8604100499503333,42.70426559448242,57
wheat_2024_25,2025-04-07,A129,-13.828440126689728,-15.823156951251727,2.262208817972003,1.490574168898907,33.40290334089747,56
wheat_2024_25,2025-04-08,D136,-14.089152742229366,-19.286916736240308,5.202265199108979,0.927420786565924,31.197288513183597,56
wheat_2024_25,2025-04-12,A27,-12.708554774241634,-18.970806420256476,5.801976342947851,0.8313798506553054,44.97166448902236,55
wheat_2024_25,2025-04-15,D63,-12.259784225908188,-21.66176386214587,9.128907926158409,0.4356069458677562,42.70955657958984,55
wheat_2024_25,2025-04-19,A129,-12.677682956083387,-18.5713203284841,6.721375283185758,0.7017015320278892,33.39934539794922,55
wheat_2024_25,2025-04-20,D136,-11.844226225269113,-19.099649476311303,7.139858709705143,0.6476788883932085,31.198829650878903,57
wheat_2024_25,2025-04-24,A27,-14.765796128495264,-22.28752321848085,7.407279407889314,0.6149468141520412,44.97687937336185,56
wheat_2024_25,2025-04-27,D63,-14.58579378601872,-23.079718500426463,7.964066708711114,0.5511482901662611,42.6922607421875,55
wheat_2024_25,2025-05-01,A129,-13.333848250686057,-23.78192199426926,10.457329679267936,0.3302930172125766,33.396860122680664,56
wheat_2024_25,2025-05-02,D136,-9.312277352655387,-16.134723908421034,7.173295256657969,0.6435115434870634,31.19115829467773,56
wheat_2024_25,2025-05-06,A27,-11.058401345233186,-19.431444608833857,8.827767960903964,0.4653788647723662,44.97480010986328,55
wheat_2024_25,2025-05-09,D63,-10.678771179989504,-15.31929689303875,4.553143318596417,1.0348342697628756,42.70101165771485,54
