field_id,crop_id,crop_type,area_m2,n_fragments,n_source_chips,source_pixels,geometry_type
5352,2,Mustard,8402.038598024314,1,1,84,Polygon
5355,2,Mustard,6301.506807141561,1,1,63,Polygon
5361,2,Mustard,7600.83038153933,1,1,76,Polygon
5365,2,Mustard,10100.996024111793,1,1,101,Polygon
5366,2,Mustard,9100.898969647127,1,1,91,Polygon
5369,2,Mustard,6700.706478815765,1,1,67,Polygon
5375,2,Mustard,8102.869037992331,1,1,81,Polygon
5376,2,Mustard,10903.89465990314,1,1,109,Polygon
5377,2,Mustard,10404.188376783844,1,1,104,Polygon
5378,2,Mustard,9203.712031064855,1,1,92,Polygon
5379,2,Mustard,5402.180364078809,1,1,54,Polygon
5383,2,Mustard,9499.658842823404,1,1,95,Polygon
5384,2,Mustard,6801.21737960882,1,1,68,Polygon
5386,2,Mustard,7401.329046639512,1,1,74,Polygon
5424,2,Mustard,9701.16158421912,1,1,97,Polygon
5427,2,Mustard,15201.807115206604,1,1,152,Polygon
5443,2,Mustard,6600.591960713597,1,1,66,Polygon
5445,2,Mustard,5400.485774669165,1,1,54,Polygon
5447,2,Mustard,9901.014616417819,1,1,99,Polygon
5450,2,Mustard,11201.188609249675,1,1,112,Polygon
5451,2,Mustard,6199.124924627873,1,1,62,Polygon
5458,2,Mustard,14298.691822402237,1,1,143,Polygon
5460,2,Mustard,8499.221570392616,1,1,85,Polygon
5474,2,Mustard,7700.525834174323,1,1,77,Polygon
5486,2,Mustard,9400.020335363593,1,1,94,Polygon
5501,2,Mustard,9499.717756977676,1,1,95,Polygon
5504,2,Mustard,7801.023145752616,1,1,78,Polygon
5513,2,Mustard,7099.383236323476,1,1,71,Polygon
5524,2,Mustard,6800.541285437144,1,1,68,Polygon
5525,2,Mustard,17801.407751096278,1,1,178,Polygon
5530,2,Mustard,19292.959822112844,1,1,193,Polygon
5531,2,Mustard,17299.577008591918,1,1,173,Polygon
5534,2,Mustard,9000.146503264406,1,1,90,Polygon
5539,2,Mustard,8801.342432583704,1,1,88,Polygon
5541,2,Mustard,6601.1199561026615,1,1,66,Polygon
5545,2,Mustard,5799.154125909552,1,1,58,Polygon
5551,2,Mustard,9103.420247338669,1,1,91,Polygon
5561,2,Mustard,5401.66227418174,1,1,54,Polygon
5604,2,Mustard,9698.001635934503,1,1,97,Polygon
5609,2,Mustard,9100.760996074237,1,1,91,Polygon
5615,2,Mustard,6800.975503761327,1,1,68,Polygon
5624,2,Mustard,57510.01265196988,1,1,575,Polygon
5633,2,Mustard,9299.648771796794,1,1,93,Polygon
5643,2,Mustard,7000.8993727753705,1,1,70,Polygon
5644,2,Mustard,6102.1568502916525,1,1,61,Polygon
5645,2,Mustard,8002.829971443555,1,1,80,Polygon
5646,2,Mustard,8900.194568131259,1,1,89,Polygon
5650,2,Mustard,7402.903946404994,1,1,74,Polygon
5651,2,Mustard,7302.861165427191,1,1,73,Polygon
5655,2,Mustard,7698.208036495479,1,1,77,Polygon
5658,2,Mustard,9400.618468717092,1,1,94,Polygon
5665,2,Mustard,11401.300883838967,1,1,114,Polygon
5670,2,Mustard,12000.863381719097,1,1,120,Polygon
5672,2,Mustard,6399.74204192497,1,1,64,Polygon
5677,2,Mustard,11003.467737875886,1,1,110,Polygon
5678,2,Mustard,8302.617245599333,1,1,83,Polygon
5679,2,Mustard,6702.106998797028,1,1,67,Polygon
5680,2,Mustard,14304.355236818476,1,1,143,Polygon
5689,2,Mustard,8800.379315056736,1,1,88,Polygon
5696,2,Mustard,15303.249786765868,1,1,153,Polygon
5699,2,Mustard,15092.248187389705,1,1,151,Polygon
5719,2,Mustard,9502.225052058753,1,1,95,Polygon
5722,2,Mustard,29406.84390684766,1,1,294,Polygon
5735,2,Mustard,15502.604168391632,1,1,155,Polygon
5736,2,Mustard,10301.811731961874,1,1,103,Polygon
5739,2,Mustard,9400.346899121872,1,1,94,Polygon
5744,2,Mustard,9601.73937460845,1,1,96,Polygon
5749,2,Mustard,7298.954451220489,1,1,73,Polygon
5769,2,Mustard,8600.73535553141,1,1,86,Polygon
5770,2,Mustard,15601.36497772396,1,1,156,Polygon
5772,2,Mustard,6900.636493683146,1,1,69,Polygon
5786,2,Mustard,4899.993142932153,1,1,49,Polygon
5787,2,Mustard,7000.413254788489,1,1,70,Polygon
5790,2,Mustard,5400.748427510052,1,1,54,Polygon
5802,2,Mustard,12000.104753409745,1,1,120,Polygon
5808,2,Mustard,16501.892924217205,1,1,165,Polygon
5809,2,Mustard,6600.802126059841,1,1,66,Polygon
5810,2,Mustard,12297.34276019964,1,1,123,Polygon
5815,2,Mustard,9501.419315859468,1,1,95,Polygon
5816,2,Mustard,30204.450864876122,1,1,302,Polygon
5819,2,Mustard,21901.3488745255,1,1,219,Polygon
5820,2,Mustard,13900.842134835159,1,1,139,Polygon
5848,2,Mustard,7001.108489788985,1,1,70,Polygon
5855,2,Mustard,8199.80225266177,1,1,82,Polygon
5856,2,Mustard,9499.760049024984,1,1,95,Polygon
5857,2,Mustard,23599.447295239024,1,1,236,Polygon
5867,2,Mustard,7102.508153272613,1,1,71,Polygon
5875,2,Mustard,5999.973058901964,1,1,60,Polygon
5879,2,Mustard,13796.665034341642,1,1,138,Polygon
5885,2,Mustard,8498.056324377716,1,1,85,Polygon
5886,2,Mustard,13802.31514074992,1,1,138,Polygon
5888,2,Mustard,9701.688341918447,1,1,97,Polygon
5890,2,Mustard,21805.294318630702,1,1,218,Polygon
5891,2,Mustard,5401.313242018274,1,1,54,Polygon
5893,2,Mustard,9095.286889764828,1,1,91,Polygon
5895,2,Mustard,6496.638944087157,1,1,65,Polygon
5913,2,Mustard,7801.342159532698,1,1,78,Polygon
5916,2,Mustard,6301.06298341044,1,1,63,Polygon
5934,2,Mustard,7600.733931870886,1,1,76,Polygon
5937,2,Mustard,6500.8638116485145,1,1,65,Polygon
5938,2,Mustard,8599.477431750342,1,1,86,Polygon
5942,2,Mustard,18198.939808210995,1,1,182,Polygon
5949,2,Mustard,16500.34262788773,1,1,165,Polygon
5964,2,Mustard,16701.632557798344,1,1,167,Polygon
5966,2,Mustard,8200.763077999,1,1,82,Polygon
5975,2,Mustard,7098.04001021287,1,1,71,Polygon
5977,2,Mustard,7497.918623681319,1,1,75,Polygon
5981,2,Mustard,10403.141701893213,1,1,104,Polygon
5984,2,Mustard,6201.864831898306,1,1,62,Polygon
5987,2,Mustard,14393.396679176947,1,1,144,Polygon
6008,2,Mustard,6900.732047439693,1,1,69,Polygon
6009,2,Mustard,9403.385512476296,1,1,94,Polygon
6010,2,Mustard,13404.839372001465,1,1,134,Polygon
6011,2,Mustard,9403.395270011537,1,1,94,Polygon
6015,2,Mustard,12501.126503229134,1,1,125,Polygon
6020,2,Mustard,7400.652562277277,1,1,74,Polygon
6024,2,Mustard,6900.405714572372,1,1,69,Polygon
6028,2,Mustard,6900.385695362762,1,1,69,Polygon
6029,2,Mustard,11800.70952724609,1,1,118,Polygon
6035,2,Mustard,14305.75158307097,1,1,143,Polygon
6039,2,Mustard,15302.030953241881,1,1,153,Polygon
6054,2,Mustard,10497.690365433631,1,1,105,Polygon
6055,2,Mustard,10097.666368292019,1,1,101,Polygon
6057,2,Mustard,9197.879675420707,1,1,92,Polygon
6062,2,Mustard,10798.779992671176,1,1,108,Polygon
6065,2,Mustard,11900.973583195255,1,1,119,Polygon
6067,2,Mustard,8300.452276399104,1,1,83,Polygon
6082,2,Mustard,7301.197610070624,1,1,73,Polygon
6083,2,Mustard,23403.86310460698,1,1,234,Polygon
6084,2,Mustard,15102.507830448265,1,1,151,Polygon
6095,2,Mustard,9501.148245711493,1,1,95,Polygon
6096,2,Mustard,8598.136384803476,1,1,86,Polygon
6101,2,Mustard,8601.468828833971,1,1,86,Polygon
6110,2,Mustard,4900.124617071099,1,1,49,Polygon
6117,2,Mustard,26806.316474766816,1,1,268,Polygon
6118,2,Mustard,12003.656688839785,1,1,120,Polygon
6119,2,Mustard,22106.78858715236,1,1,221,Polygon
6121,2,Mustard,26400.63566667436,1,1,264,Polygon
6122,2,Mustard,26100.542571074784,1,1,261,Polygon
6132,2,Mustard,6800.699313060652,1,1,68,Polygon
6133,2,Mustard,7600.775058965401,1,1,76,Polygon
6157,2,Mustard,6100.540501237618,1,1,61,Polygon
6170,2,Mustard,41404.99445897657,1,1,414,Polygon
6172,2,Mustard,14302.387042192946,1,1,143,Polygon
6173,2,Mustard,17302.893926274024,1,1,173,Polygon
6175,2,Mustard,13304.346973184707,1,1,133,Polygon
6178,2,Mustard,13101.627903186554,1,1,131,Polygon
6188,2,Mustard,11202.586344777856,1,1,112,Polygon
6190,2,Mustard,9302.148278081919,1,1,93,Polygon
6191,2,Mustard,18604.305126099123,1,1,186,Polygon
6205,2,Mustard,17395.282812212943,1,1,174,Polygon
6208,2,Mustard,7701.592773843595,1,1,77,Polygon
6214,2,Mustard,12002.748453778948,1,1,120,Polygon
6215,2,Mustard,14803.416510841227,1,1,148,Polygon
6218,2,Mustard,22508.16935275197,1,1,225,Polygon
6221,2,Mustard,7296.796688976285,1,1,73,Polygon
6223,2,Mustard,7396.741053825885,1,1,74,Polygon
6235,2,Mustard,13000.790486086144,1,1,130,Polygon
6240,2,Mustard,15300.729937629905,1,1,153,Polygon
6242,2,Mustard,10802.173649210648,1,1,108,Polygon
6243,2,Mustard,6301.278667827049,1,1,63,Polygon
6244,2,Mustard,10502.094937505995,1,1,105,Polygon
6263,2,Mustard,11094.345005527128,1,1,111,Polygon
6277,2,Mustard,6001.856934505208,1,1,60,Polygon
6280,2,Mustard,10803.34493235566,1,1,108,Polygon
6282,2,Mustard,12595.992507415334,1,1,126,Polygon
6283,2,Mustard,10501.026427571896,1,1,105,Polygon
6294,2,Mustard,11601.546357238101,1,1,116,Polygon
6323,2,Mustard,6505.033076238818,1,1,65,Polygon
6353,2,Mustard,100.07531240541277,1,1,1,Polygon
6440,2,Mustard,7805.484305226326,1,1,78,Polygon
6441,2,Mustard,24417.157278131443,1,1,244,Polygon
6545,2,Mustard,9506.279622211108,1,1,95,Polygon
656,2,Mustard,7701.743632967561,1,1,77,Polygon
6729,2,Mustard,5603.814054600597,1,1,56,Polygon
6763,2,Mustard,7504.952793630491,1,1,75,Polygon
6846,2,Mustard,6004.519439254036,1,1,60,Polygon
6868,2,Mustard,6404.075506485921,1,1,64,Polygon
6953,2,Mustard,8005.345068300936,1,1,80,Polygon
7035,2,Mustard,6904.598666306892,1,1,69,Polygon
7042,2,Mustard,8305.477614857722,1,1,83,Polygon
7196,2,Mustard,7505.173154440398,1,1,75,Polygon
7304,2,Mustard,17912.1956725029,1,1,179,Polygon
7305,2,Mustard,8405.724056441968,1,1,84,Polygon
779,2,Mustard,9701.592142907142,1,1,97,Polygon
780,2,Mustard,6501.096832217363,1,1,65,Polygon
887,2,Mustard,5601.70442790167,1,1,56,Polygon
1121,4,No crop/Fallow,8201.256086196952,1,1,82,Polygon
1147,4,No crop/Fallow,7901.682049095731,1,1,79,Polygon
1193,4,No crop/Fallow,7300.602405390791,1,1,73,Polygon
1394,4,No crop/Fallow,6702.287776097403,1,1,67,Polygon
1426,4,No crop/Fallow,100.03975127844387,1,1,1,Polygon
1762,4,No crop/Fallow,6705.138080174886,1,1,67,Polygon
1841,4,No crop/Fallow,6204.777207609845,1,1,62,Polygon
2300,4,No crop/Fallow,6704.846559573257,1,1,67,Polygon
2941,4,No crop/Fallow,6004.156722721234,1,1,60,Polygon
3661,4,No crop/Fallow,13589.73991488584,1,1,136,Polygon
3698,4,No crop/Fallow,18292.525387204416,1,1,183,Polygon
3699,4,No crop/Fallow,26289.13105975928,1,1,263,Polygon
3722,4,No crop/Fallow,7095.681060010042,1,1,71,Polygon
3748,4,No crop/Fallow,5997.726908292762,1,1,60,Polygon
3754,4,No crop/Fallow,8693.375382244834,1,1,87,Polygon
3762,4,No crop/Fallow,14390.198363100953,1,1,144,Polygon
3771,4,No crop/Fallow,10789.508945186866,1,1,108,Polygon
3772,4,No crop/Fallow,9790.500437816263,1,1,98,Polygon
3780,4,No crop/Fallow,13283.2467517485,1,1,133,Polygon
3808,4,No crop/Fallow,5396.601514219298,1,1,54,Polygon
3839,4,No crop/Fallow,9992.156990654092,1,1,100,Polygon
3841,4,No crop/Fallow,5795.426422403311,1,1,58,Polygon
3842,4,No crop/Fallow,9492.677275430502,1,1,95,Polygon
3877,4,No crop/Fallow,13081.05078737645,1,1,131,Polygon
3878,4,No crop/Fallow,8487.942029342767,1,1,85,Polygon
3884,4,No crop/Fallow,99.89820887118432,1,1,1,Polygon
3971,4,No crop/Fallow,5595.892610103547,1,1,56,Polygon
4041,4,No crop/Fallow,6597.663298906455,1,1,66,Polygon
4051,4,No crop/Fallow,8696.68872866245,1,1,87,Polygon
4052,4,No crop/Fallow,8396.811700370203,1,1,84,Polygon
4088,4,No crop/Fallow,8193.716667270668,1,1,82,Polygon
4128,4,No crop/Fallow,7388.760731372892,1,1,74,Polygon
4142,4,No crop/Fallow,26081.133662543536,1,1,261,Polygon
4159,4,No crop/Fallow,8693.872165991585,1,1,87,Polygon
4169,4,No crop/Fallow,14289.668229327466,1,1,143,Polygon
4170,4,No crop/Fallow,8593.753561795826,1,1,86,Polygon
4190,4,No crop/Fallow,10195.763446884857,1,1,102,Polygon
4213,4,No crop/Fallow,10495.77666200897,1,1,105,Polygon
4214,4,No crop/Fallow,7496.986757518606,1,1,75,Polygon
4216,4,No crop/Fallow,8496.566917343758,1,1,85,Polygon
4298,4,No crop/Fallow,5591.702080852594,1,1,56,Polygon
4299,4,No crop/Fallow,8892.602298020725,1,1,89,Polygon
4312,4,No crop/Fallow,5994.038415150687,1,1,60,Polygon
4353,4,No crop/Fallow,99.91124108448,1,1,1,Polygon
4357,4,No crop/Fallow,4896.477102250486,1,1,49,Polygon
4402,4,No crop/Fallow,7395.1779553889955,1,1,74,Polygon
4431,4,No crop/Fallow,5397.94192451584,1,1,54,Polygon
4432,4,No crop/Fallow,6897.416025906176,1,1,69,Polygon
4469,4,No crop/Fallow,7089.268702002685,1,1,71,Polygon
4636,4,No crop/Fallow,21284.48389560335,1,1,213,Polygon
4664,4,No crop/Fallow,6590.821205422779,1,1,66,Polygon
4679,4,No crop/Fallow,10387.209189042593,1,1,104,Polygon
4721,4,No crop/Fallow,9692.549519741598,1,1,97,Polygon
4723,4,No crop/Fallow,8596.535050047227,1,1,86,Polygon
4738,4,No crop/Fallow,14594.23800350478,1,1,146,Polygon
4740,4,No crop/Fallow,6497.384964014526,1,1,65,Polygon
4744,4,No crop/Fallow,18886.42138534935,1,1,189,Polygon
4751,4,No crop/Fallow,13183.31168544653,1,1,132,Polygon
4752,4,No crop/Fallow,13682.711501049864,1,1,137,Polygon
4814,4,No crop/Fallow,11888.430766660455,1,1,119,Polygon
4815,4,No crop/Fallow,10190.049533076075,1,1,102,Polygon
4839,4,No crop/Fallow,9393.917269033682,1,1,94,Polygon
4842,4,No crop/Fallow,6097.667002576183,1,1,61,Polygon
4865,4,No crop/Fallow,8693.614043099575,1,1,87,Polygon
4867,4,No crop/Fallow,7492.658359119672,1,1,75,Polygon
4891,4,No crop/Fallow,7190.058502263382,1,1,72,Polygon
4913,4,No crop/Fallow,6194.798790421209,1,1,62,Polygon
5091,4,No crop/Fallow,8288.077081547754,1,1,83,Polygon
5093,4,No crop/Fallow,5392.238027496108,1,1,54,Polygon
5112,4,No crop/Fallow,6195.55131272995,1,1,62,Polygon
5116,4,No crop/Fallow,10795.837650489293,1,1,108,Polygon
5124,4,No crop/Fallow,7596.849360251252,1,1,76,Polygon
5142,4,No crop/Fallow,7290.640677761183,1,1,73,Polygon
5151,4,No crop/Fallow,20682.393445705744,1,1,207,Polygon
5164,4,No crop/Fallow,19293.790410210237,1,1,193,Polygon
5220,4,No crop/Fallow,10990.602012274876,1,1,110,Polygon
5259,4,No crop/Fallow,7397.163472420458,1,1,74,Polygon
550,4,No crop/Fallow,13607.040258634526,1,1,136,Polygon
5659,4,No crop/Fallow,5600.371189724888,1,1,56,Polygon
5713,4,No crop/Fallow,8496.104093868827,1,1,85,Polygon
5803,4,No crop/Fallow,20897.404655309405,1,1,209,Polygon
5804,4,No crop/Fallow,7499.021032849276,1,1,75,Polygon
5961,4,No crop/Fallow,17003.819141280637,1,1,170,Polygon
6081,4,No crop/Fallow,15802.601740235496,1,1,158,Polygon
61,4,No crop/Fallow,8302.570040030943,1,1,83,Polygon
6109,4,No crop/Fallow,4900.066542111501,1,1,49,Polygon
6113,4,No crop/Fallow,18500.262035897154,1,1,185,Polygon
6329,4,No crop/Fallow,5603.837178906077,1,1,56,Polygon
6463,4,No crop/Fallow,6004.367811131168,1,1,60,Polygon
6628,4,No crop/Fallow,5803.93267245563,1,1,58,Polygon
6855,4,No crop/Fallow,5604.262472828127,1,1,56,Polygon
6877,4,No crop/Fallow,7304.385232372901,1,1,73,Polygon
6942,4,No crop/Fallow,7504.481326433026,1,1,75,Polygon
70,4,No crop/Fallow,5802.775649809435,1,1,58,Polygon
7031,4,No crop/Fallow,16711.914211829804,1,1,167,Polygon
7032,4,No crop/Fallow,5402.876874482009,1,1,54,Polygon
7037,4,No crop/Fallow,7505.586265708422,1,1,75,Polygon
71,4,No crop/Fallow,6303.0140136554255,1,1,63,Polygon
88,4,No crop/Fallow,8002.584562991641,1,1,80,Polygon
3737,36,Rice,19392.309645822163,1,1,194,Polygon
3880,36,Rice,7491.046383276707,1,1,75,Polygon
3974,36,Rice,21993.124414808026,1,1,220,Polygon
4043,36,Rice,20791.93695104763,1,1,208,Polygon
4082,36,Rice,99.9062536130885,1,1,1,Polygon
4235,36,Rice,6593.373009987694,1,1,66,Polygon
4322,36,Rice,8393.582651137585,1,1,84,Polygon
4534,36,Rice,18974.691523961268,1,1,190,Polygon
4881,36,Rice,7896.99546005774,1,1,79,Polygon
5163,36,Rice,8897.139610512404,1,1,89,Polygon
5245,36,Rice,11484.692394758866,1,1,115,Polygon
7232,36,Rice,6003.572814282141,1,1,60,Polygon
1114,6,Sugarcane,5401.425864216125,1,1,54,Polygon
1183,6,Sugarcane,8901.55467017068,1,1,89,Polygon
1316,6,Sugarcane,17507.213945920626,1,1,175,Polygon
1435,6,Sugarcane,6002.899975750674,1,1,60,Polygon
1535,6,Sugarcane,17205.911288902815,1,1,172,Polygon
1631,6,Sugarcane,6302.465492068101,1,1,63,Polygon
1783,6,Sugarcane,6404.693642730839,1,1,64,Polygon
2260,6,Sugarcane,6604.841095222648,1,1,66,Polygon
2321,6,Sugarcane,11508.902506185668,1,1,115,Polygon
2322,6,Sugarcane,7005.419005767748,1,1,70,Polygon
2324,6,Sugarcane,6004.628126867936,1,1,60,Polygon
2358,6,Sugarcane,9706.515182101526,1,1,97,Polygon
2380,6,Sugarcane,7806.037258405888,1,1,78,Polygon
2629,6,Sugarcane,5804.105073108833,1,1,58,Polygon
2637,6,Sugarcane,7605.687627191834,1,1,76,Polygon
3203,6,Sugarcane,7205.7275237913655,1,1,72,Polygon
3378,6,Sugarcane,9107.045235893316,1,1,91,Polygon
3400,6,Sugarcane,8206.157078674916,1,1,82,Polygon
3469,6,Sugarcane,5403.925815891089,1,1,54,Polygon
471,6,Sugarcane,6102.1251376171895,1,1,61,Polygon
719,6,Sugarcane,9803.541382968277,1,1,98,Polygon
798,6,Sugarcane,7303.035924577083,1,1,73,Polygon
1013,1,Wheat,8403.340226142409,1,1,84,Polygon
1026,1,Wheat,5801.869247815562,1,1,58,Polygon
1047,1,Wheat,11101.703139292242,1,1,111,Polygon
1048,1,Wheat,15302.338631862733,1,1,153,Polygon
1070,1,Wheat,13206.955220059494,1,1,132,Polygon
1102,1,Wheat,7001.124045625426,1,1,70,Polygon
1111,1,Wheat,8403.465205508091,1,1,84,Polygon
