field_id,crop_id,crop_type,area_m2,n_fragments,n_source_chips,source_pixels,geometry_type,period_index,period_start,period_end,period_mid,days_from_start,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,NDRE,GNDVI,EVI,LSWI,S2_OBS_COUNT,S2_CLEAR_COUNT,S2_CLEAR_FRAC,S2_CS_CDF_MED,S1A_VV,S1A_VH,S1A_VVminusVH,S1A_ANGLE,S1A_COUNT,S1D_VV,S1D_VH,S1D_VVminusVH,S1D_ANGLE,S1D_COUNT,S1_TOTAL_COUNT
3510,2,Mustard,8906.762378375264,1,1,89,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.07197134076659359,0.10040000081062317,0.0966000035405159,0.1662999987602234,0.2156633083611282,0.2468000054359436,0.26246310703187103,0.2782000005245209,0.2321999967098236,0.14270000159740448,0.38544799357652665,0.2351493197311828,0.41699675628367594,0.24500617384910583,0.02392343059182167,1.0,1.0,1.0,0.8745098114013672,-10.432454159220711,-16.7995856489454,6.574852466583252,39.25202178955078,1.0,-10.104723301976316,-16.036836933445286,6.370214462280273,38.64213943481445,2.0,3.0
5286,2,Mustard,19402.002945112494,1,1,194,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09160000085830687,0.10540000349283218,0.11479999870061874,0.12849999964237213,0.1469999998807907,0.16009999811649323,0.1690400004386902,0.17150420165276742,0.218299999833107,0.19069999938002102,0.19125188887119293,0.14418914914131165,0.2310418550941077,0.11562851816415787,-0.12642228030516,1.0,1.0,1.0,0.8627451062202454,-12.967884509176923,-22.27030372619629,9.061079641765133,43.44569396972656,1.0,-12.08495720475912,-21.942287818139942,10.099752910965158,44.913286209106445,1.0,2.0
5334,2,Mustard,10499.189471309392,1,1,105,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09260000288486482,0.11240000277757646,0.09843333065509796,0.13680000603199005,0.241799995303154,0.2630000114440918,0.25905283442083393,0.2799000144004822,0.19789999723434448,0.13439999520778656,0.45603495836257935,0.353481650352478,0.4032856523990631,0.35913211985584825,0.1420004665851593,1.0,1.0,1.0,0.8627451062202454,-11.64051083130287,-19.517605615698773,7.958503882090251,44.71769332885742,1.0,-11.193440914154053,-18.54605457813443,7.230372612366456,44.02336883544922,1.0,2.0
5366,2,Mustard,9100.898969647127,1,1,91,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09870000183582306,0.11320000141859055,0.12620000541210175,0.13830000162124634,0.14830000698566437,0.16110000014305115,0.1714591127074226,0.17579999566078186,0.23080000281333923,0.20569999516010284,0.1548302862315606,0.12106769531965256,0.20540155470371246,0.09749838709831238,-0.1418158850775698,1.0,1.0,1.0,0.8627451062202454,-11.841109746364301,-21.71021578921159,9.514540672302246,43.49103927612305,1.0,-11.885574340820312,-20.560773849487305,8.89129638671875,44.899715423583984,1.0,2.0
5486,2,Mustard,9400.020335363593,1,1,94,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.08579999953508377,0.09470000118017197,0.09508828651127757,0.11320000141859055,0.14830000698566437,0.1615999937057495,0.17439960883033764,0.17479999363422394,0.23126392556802114,0.19679999351501465,0.2861498296260834,0.20885199308395386,0.29403001107604326,0.17262441062927245,-0.1476060450077057,1.0,1.0,1.0,0.8745098114013672,-11.232967956043849,-19.69581890106201,7.825045819973048,44.57203215046933,1.0,-11.0267255618924,-20.963734574174037,9.587573051452637,44.73958206176758,1.0,2.0
5534,2,Mustard,9000.146503264406,1,1,90,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.07490000128746033,0.09125000238418579,0.1111999973654747,0.13339999318122864,0.1565999984741211,0.164900004863739,0.16940000653266907,0.17419999837875366,0.16910000145435333,0.13809999823570251,0.2064622441927592,0.13146623969078064,0.29898515343666077,0.11403357485930125,0.004287659881945036,1.0,1.0,1.0,0.8627451062202454,-9.065023422241211,-17.612911224365234,8.31425666809082,43.77290344238281,1.0,-10.623889589744497,-17.0490779876709,6.277709570087371,44.21308898925781,1.0,2.0
5646,2,Mustard,8900.194568131259,1,1,89,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09160000085830688,0.10279999673366548,0.1006999984383583,0.11819999665021896,0.1370999962091446,0.148499995470047,0.156114290867533,0.15719999372959137,0.18619999289512634,0.1600085167473207,0.2142965296904246,0.14369501173496246,0.20745357706704562,0.12839631241145014,-0.09121737877527873,1.0,1.0,1.0,0.8352941274642944,-12.42887661543237,-20.2325255560768,7.603559970855713,43.965660095214844,1.0,-11.553254127502441,-20.660156412465813,8.677213709694998,44.437992095947266,1.0,2.0
5670,2,Mustard,12000.863381719097,1,1,120,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09549999982118607,0.10559999942779541,0.11299999803304672,0.1242000013589859,0.13383337748066293,0.14380000531673431,0.15267897556758234,0.15680000185966492,0.214045557876428,0.19110000133514404,0.148680293592231,0.11378946155309677,0.18328146636486053,0.08856315271743037,-0.1672617495059967,1.0,1.0,1.0,0.8549019694328308,-11.734378814697266,-20.174589231032737,8.528376958851275,43.78761291503906,1.0,-11.87647819519043,-20.603522300720215,8.542787283749567,44.84416198730469,1.0,2.0
5678,2,Mustard,8302.617245599333,1,1,83,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.8705882430076599,-11.417734622955322,-17.960050582885742,6.478184223175049,42.4965934753418,1.0,,,,,,1.0
5790,2,Mustard,5400.748427510052,1,1,54,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.07769999653100967,0.09484625942965831,0.11140000075101852,0.12620000541210175,0.1453000009059906,0.15639999508857727,0.16425066451290857,0.16820000112056732,0.21220000088214874,0.19210000336170197,0.19212622648678615,0.13979889452457428,0.2701026884709341,0.1069618363020032,-0.12923592842858414,1.0,1.0,1.0,0.8705882430076599,-11.263142399544263,-21.898171050639093,10.284553739014743,43.14377975463867,1.0,-12.65864117940267,-22.9065424601237,10.345625877380371,45.07254409790039,1.0,2.0
5886,2,Mustard,13802.31514074992,1,1,138,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.0877000018954277,0.10440000146627426,0.1136000007390976,0.13519999384880066,0.15410000085830688,0.16899999976158142,0.18241339242358587,0.18752857191222055,0.24130000174045563,0.19359999895095825,0.22117264270782472,0.16248854622244835,0.2678936719894409,0.13666105270385742,-0.1449881520829085,1.0,1.0,1.0,0.8509804010391235,-13.494213104248047,-23.285011291503906,9.324530919392904,43.0953483581543,1.0,-11.72189449450817,-21.47737650292688,9.5398861816506,45.37412643432617,1.0,2.0
5934,2,Mustard,7600.733931870886,1,1,76,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09669999778270721,0.1096000000834465,0.1224000006914139,0.13449999690055847,0.14429999887943268,0.15809999406337738,0.16862717351854048,0.17190000414848328,0.21400000154972076,0.1890999972820282,0.16044259071350098,0.12400733679533005,0.21212121844291687,0.0987383450071017,-0.11616425961256027,1.0,1.0,1.0,0.8549019694328308,-11.64023240327536,-21.115846633911133,9.404861211776733,43.46253204345703,1.0,-11.743191719055176,-21.903894304730404,10.902566078131372,44.853023529052734,1.0,2.0
5942,2,Mustard,18198.939808210995,1,1,182,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.08219999819993973,0.09126866182766746,0.10234000086784363,0.11860000342130657,0.13850000500679016,0.15129999816417694,0.15754999965429306,0.1647905574258593,0.1688999980688095,0.14045149842529592,0.21163823296149226,0.15811966359615326,0.26453424663078495,0.11847192794084549,-0.03823918428443832,1.0,1.0,1.0,0.858823537826538,-10.850775599479675,-18.232513427734375,7.2018946806589765,44.311285509381975,1.0,-10.903728027625277,-19.02583718266427,8.211815466940653,43.87425422668457,1.0,2.0
5966,2,Mustard,8200.763077999,1,1,82,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09189999848604202,0.1063999980688095,0.12020000070333481,0.13179999589920044,0.14390000700950623,0.15479999780654907,0.16699999570846558,0.17000000178813934,0.2231999933719635,0.20180000364780426,0.1631040684530668,0.11989544332027435,0.2211417150134823,0.0983939096775839,-0.14559004513116983,1.0,1.0,1.0,0.8666666746139526,-11.354655521713555,-19.388973353459285,8.070291519165039,43.526214599609375,1.0,-11.175813674926758,-18.84734344482422,7.765636920928955,44.86795425415039,1.0,2.0
6054,2,Mustard,10497.690365433631,1,1,105,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.07779999822378157,0.10196069648960973,0.12907999455928804,0.14849999547004702,0.15711888050572556,0.17110000550746918,0.18125291514712813,0.18199078113145797,0.22419999539852142,0.19009999930858612,0.18295706862899122,0.13357487217201455,0.30209642719383356,0.09852614539733064,-0.12608061071873924,7.0,5.0,0.7142857313156128,0.8549019694328308,-10.59822940826416,-19.806978702545166,9.04322582769218,45.181541442871094,1.0,-11.53024673461914,-20.720124401263334,9.722930908203125,42.99091148376465,1.0,2.0
6062,2,Mustard,10798.779992671176,1,1,108,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09560000151395798,0.10419999808073044,0.1128000020980835,0.12250000238418579,0.12729999423027039,0.13660000264644623,0.14360000193119052,0.1482600063085556,0.19830000400543213,0.17350000143051147,0.11923035154677634,0.09280969149880258,0.15806715190410614,0.06929589410140678,-0.1582341492176056,1.0,1.0,1.0,0.8392156958580017,-11.108126640319824,-19.331291822723998,8.166513442993164,44.70878078688437,1.0,-11.218928337097168,-20.231606850257286,9.478026390075684,43.650461845997114,1.0,2.0
6110,2,Mustard,4900.124617071099,1,1,49,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.0877000018954277,0.11259999871253966,0.1427318986890645,0.16140000522136688,0.1808999925851822,0.19249999523162842,0.20319999754428864,0.2021999955177307,0.23890000581741333,0.21649999916553497,0.1604095697402954,0.10454065352678299,0.2780989110469818,0.09919648617506027,-0.08579149842262268,1.0,1.0,1.0,0.8666666746139526,-11.972627399805763,-20.706064224243164,8.92672346129311,43.721710205078125,1.0,-11.734620604751628,-18.269449990517074,7.025321678852472,44.25257110595703,1.0,2.0
6118,2,Mustard,12003.656688839785,1,1,120,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.10040000081062317,0.11479999870061873,0.12559999525547028,0.1396999955177307,0.15843270517477434,0.16920000314712524,0.17887275618170195,0.18250000476837158,0.24240000545978546,0.2052000015974045,0.17288632259108172,0.12917512598611738,0.21978595055897412,0.11279097234093866,-0.15127010395129523,1.0,1.0,1.0,0.8627451062202454,-11.895067945439765,-20.46769632049618,8.274068501643363,42.58063507080078,1.0,,,,,,1.0
6190,2,Mustard,9302.148278081919,1,1,93,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.8588235378265381,-10.335136413574219,-20.471731185913086,9.215782642364502,42.84535789489746,1.0,,,,,,1.0
6214,2,Mustard,12002.748453778948,1,1,120,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.08060000091791153,0.09440000355243683,0.10700000077486037,0.1200999990105629,0.1324048561613951,0.1438402513672533,0.1574844160932997,0.15650886119732899,0.2249999940395355,0.19509999454021454,0.18644707034555888,0.1369320196176761,0.250751693409782,0.10289791986292945,-0.17900082008610155,1.0,1.0,1.0,0.8745098114013672,-11.143069450210474,-18.906303089844766,8.163025856018066,43.132293701171875,1.0,,,,,,1.0
6294,2,Mustard,11601.546357238101,1,1,116,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09489999711513518,0.11060000211000444,0.12615166336156744,0.14149999618530273,0.15620000660419464,0.16979999840259552,0.17720000445842746,0.1844000071287155,0.25529998540878296,0.2365443993532813,0.16514419965216354,0.1263250547774554,0.22923683623472849,0.10091433496392696,-0.182563824857631,1.0,1.0,1.0,0.8745098114013672,-12.3444925985295,-21.70818519592285,9.316987493901554,43.38579559326172,1.0,-11.022097165405516,-22.957759857177734,12.158709526062012,45.210887908935554,1.0,2.0
6846,2,Mustard,6004.519439254036,1,1,60,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.03476249985396862,0.06384999801715215,0.04279999993741512,0.11379999667406082,0.23330000042915344,0.2637999951839447,0.28975000977516174,0.27354997396469116,0.15290001034736633,0.09335000067949295,0.736526370048523,0.44897985458374023,0.6470764715280105,0.4707364539305369,0.3299962878227234,4.0,4.0,1.0,0.884313702583313,-10.46253776550293,-16.448369026184082,6.793068567911784,35.57375717163086,1.0,-9.702099800109863,-14.977784156799316,5.440404415130615,43.3065242767334,1.0,2.0
3878,4,No crop/Fallow,8487.942029342767,1,1,85,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.42549020051956177,,,,,,,,,,,0.0
4142,4,No crop/Fallow,26081.133662543536,1,1,261,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.06630069804010037,0.08208333452542622,0.05682532353901934,0.11215774456202736,0.3124499917030334,0.37470000982284546,0.3725000023841858,0.3991999924182892,0.22480516287393945,0.10799999535083771,0.7270046573645655,0.5575425624847412,0.6304185565871496,0.6569744214415552,0.2504478972908613,4.0,2.0,0.5,0.8078431487083434,,,,,,,,,,,0.0
4190,4,No crop/Fallow,10195.763446884857,1,1,102,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.04600000008940697,0.07559999823570251,0.06459999829530716,0.1289999932050705,0.22619999945163727,0.25209999084472656,0.266400009393692,0.27959999442100525,0.18209999799728394,0.10170000046491623,0.6239814162254333,0.3867743909358978,0.5637754797935486,0.39841121435165405,0.2080344557762146,2.0,0.0,0.0,0.3686274588108063,,,,,,,,,,,0.0
4214,4,No crop/Fallow,7496.986757518606,1,1,75,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.04141537624666781,0.07630810685254431,0.05262407125756804,0.13519999384880066,0.28119999170303345,0.3183000087738037,0.32539077967710467,0.34209999442100525,0.19539999961853027,0.09679999947547913,0.7220217556918174,0.4490731358528137,0.6186697781085968,0.5049376487731934,0.23855357406274333,2.0,1.0,0.5,0.6098039150238037,,,,,,,,,,,0.0
4814,4,No crop/Fallow,11888.430766660455,1,1,119,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.14300000667572021,0.16840000450611115,0.15440000593662262,0.2054000049829483,0.35530000925064087,0.4124000072479248,0.36959999799728394,0.43869999051094055,0.2750000059604645,0.1867000013589859,0.4318965673446655,0.3521343767642975,0.3712807297706604,0.4558057188987732,0.1488058865070343,5.0,0.0,0.0,0.44313725829124456,,,,,,,,,,,0.0
5142,4,No crop/Fallow,7290.640677761183,1,1,73,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.3235294222831726,,,,,,,,,,,0.0
550,4,No crop/Fallow,13607.040258634526,1,1,136,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09072500094771385,0.10392217882014719,0.08387848607441582,0.12334999442100525,0.22036100162023847,0.25554999709129333,0.26314495319502257,0.2762500047683716,0.17492369029141425,0.09049999713897705,0.5162648060887131,0.37934762239456177,0.43827548786213527,0.4073957145411013,0.19996552835736012,2.0,2.0,1.0,0.8509804010391235,-10.211535453796387,-16.54282024928502,6.300762176513672,42.572255824063284,1.0,-9.61944580078125,-16.397098541259766,6.846314907073975,40.562984466552734,1.0,2.0
6942,4,No crop/Fallow,7504.481326433026,1,1,75,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.03799999877810478,0.058524999767541885,0.0424000010225762,0.09655000269412994,0.17634999752044678,0.20104999840259552,0.20280000567436218,0.20629999041557312,0.10295000672340393,0.056299999356269836,0.6587235927581787,0.3640614151954651,0.5629774285205924,0.33595195412635803,0.33079843521118163,2.0,2.0,1.0,0.8627451062202454,-8.691085815429688,-15.919175148010254,6.954042945589339,38.65772247314453,1.0,-7.913619029741345,-14.599108695983887,7.3365634657302,40.486961364746094,1.0,2.0
70,4,No crop/Fallow,5802.775649809435,1,1,58,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09619999676942825,0.10679999738931656,0.09799999743700027,0.13449999690055847,0.20659999549388885,0.2337000072002411,0.24860000610351565,0.25760000944137573,0.23680000007152557,0.1460999995470047,0.4395734667778015,0.3117154836654663,0.4037555456161499,0.3413534462451935,0.025232406333088875,1.0,1.0,1.0,0.8705882430076599,-9.201208353042603,-17.26155948638916,8.085727841599184,36.894536835806704,2.0,-9.789558024346075,-15.544856389363607,5.669931411743164,40.265062081785366,1.0,3.0
3974,36,Rice,21993.124414808026,1,1,220,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.034258332724372544,0.062176218371544224,0.06090000147620837,0.1256999969482422,0.2317594945811616,0.2579500079154968,0.27195961455079676,0.28235000371932983,0.2321871548905792,0.13166940630459395,0.6239519417285919,0.3836551308631897,0.6264918893575668,0.3679323346379993,0.08087785233524751,3.0,2.0,0.6666666865348816,0.8823529481887817,,,,,,,,,,,0.0
4534,36,Rice,18974.691523961268,1,1,190,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.2333333343267441,,,,,,,,,,,0.0
2358,6,Sugarcane,9706.515182101526,1,1,97,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.08340000361204147,0.10141861490415831,0.09013765359019592,0.1370999962091446,0.22930000722408295,0.2635499984025955,0.27619999647140503,0.28679999709129333,0.2295999974012375,0.13797999620437623,0.50910592621023,0.36849576234817505,0.46148374676704407,0.38418780267238617,0.1067129916513445,1.0,1.0,1.0,0.8666666746139526,-10.357988357543945,-17.360457570929277,6.716666221618652,40.62314796447754,1.0,-8.77899220385359,-18.10226216997419,8.659334659576416,42.42530822753906,1.0,2.0
798,6,Sugarcane,7303.035924577083,1,1,73,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.096500001847744,0.10559999942779541,0.09149999916553497,0.1282999962568283,0.20399999618530273,0.23440000414848328,0.2425999939441681,0.2574999928474426,0.20149999856948853,0.11400000005960464,0.44735310475031537,0.335618257522583,0.39390242099761963,0.34710922040697617,0.08997190743684769,1.0,1.0,1.0,0.8549019694328308,-11.17751407623291,-16.863623740880385,5.529333498570827,37.315101623535156,2.0,-10.142251953051403,-14.757484436035156,4.903028888466918,39.57781219482422,1.0,3.0
1070,1,Wheat,13206.955220059494,1,1,132,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09841804486468322,0.11064999923110008,0.09933333347241084,0.13924999535083768,0.21902500838041306,0.24809999763965607,0.2594389604450247,0.27326245876958744,0.22660000622272491,0.1295499950647354,0.4408117561079234,0.31894736284113906,0.3969856804733583,0.3449217975139618,0.06876714961995058,2.0,2.0,1.0,0.8490196466445923,-11.690932273864746,-16.518897382443228,4.76360837996952,42.449440002441406,1.0,-10.774710178375244,-16.664462407430012,5.521671310129524,40.63792162464431,1.0,2.0
1102,1,Wheat,7001.124045625426,1,1,70,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09956666827201843,0.11620000004768372,0.12960000336170197,0.1696999967098236,0.20029999315738678,0.2248000055551529,0.2370000034570694,0.24950000643730164,0.288100004196167,0.21119999885559082,0.2880638112635439,0.19132891297340393,0.3452988862991333,0.21044508616129556,-0.09507925311724345,1.0,1.0,1.0,0.8666666746139526,-10.4232177734375,-17.409233850023522,6.45617921388329,39.63117980957031,2.0,-9.800343542564205,-15.858689111607676,5.642858028411865,37.60142135620117,1.0,3.0
1118,1,Wheat,6701.027064707936,1,1,67,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09399999678134918,0.12120000272989273,0.09823498083853426,0.15870000422000885,0.2962000072002411,0.33090001344680786,0.34439998865127563,0.35580000281333923,0.25540000200271606,0.16689999401569366,0.5603508456866282,0.3802928328514099,0.4790029490108124,0.511467844247818,0.1530132704243368,1.0,1.0,1.0,0.8784313797950745,-11.98917201173582,-18.832839965820312,6.850014686584473,39.4905425147187,2.0,-9.015590923101833,-16.407922000419802,7.525014207119078,37.39542770385742,1.0,3.0
1166,1,Wheat,7402.589473548256,1,1,74,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.0982000008225441,0.1111999973654747,0.10360000282526016,0.14149999618530273,0.2224999964237213,0.25589999556541443,0.2712000012397766,0.2793999910354614,0.24879999458789825,0.17190000414848328,0.4449444711208343,0.3135802447795868,0.418410062789917,0.34429943561553955,0.0288836807012558,1.0,1.0,1.0,0.8627451062202454,-10.43886947631836,-17.775722726418156,7.606996786452234,37.564300537109375,2.0,-11.211237972273548,-17.03673987118703,5.784541606903076,38.737308502197266,1.0,3.0
